# num1,num2,num3,mean
3.932366659311528068e-01 6.394313989748282578e-01 3.625210566010269586e-01 4.650630405023361003e-01
5.561698544831276125e-01 6.530682853823224221e-01 8.841030027006806513e-01 6.977803808553768583e-01
4.214490779592163783e-01 9.291141160194682502e-01 9.665534675399974907e-01 7.723722205062273360e-01
3.050244275504759850e-01 3.547072769044208318e-01 1.508982308869093458e-01 2.702099784472687394e-01
2.096197177906523601e-01 1.943075886146652387e-01 8.049583249158809295e-01 4.029618771070661576e-01
4.156126605981640409e-01 7.365336104438040543e-01 4.187755436769864392e-01 5.236406049063181412e-01
8.444737713685445124e-01 7.591403205649751573e-01 1.647623543528830004e-01 5.894588154288009640e-01
3.652759415888415795e-01 4.113216642406997137e-01 6.429890070850994288e-01 4.731955376382135370e-01
4.445487528826443935e-01 2.380726346570889440e-01 6.003791151250743585e-01 4.276668342216025653e-01
5.873422908676840803e-01 2.969089220634768544e-01 6.592873855618438528e-01 5.145128661643348922e-01
5.360370042087791997e-02 2.225914239556885388e-01 6.707823636321742500e-01 3.156591626695802177e-01
6.642487241541505938e-02 6.400122924586056916e-01 8.195366318251552373e-01 5.086579322330586628e-01
7.930246796681746924e-01 8.346282318066193806e-01 9.290556931821380982e-02 5.735194935976694053e-01
5.610870126030698124e-02 1.364998747711475557e-01 2.281171384012299352e-01 1.402419048108948241e-01
8.866159784047086267e-01 7.810959484452312251e-01 6.096242992422394869e-01 7.591120753640597796e-01
8.323351714830635739e-01 6.400376030667944693e-01 1.369196657949177665e-01 5.364308134482586032e-01
1.746163282695064600e-01 4.253302353083444620e-01 4.761245547771852937e-01 3.586903727850120904e-01
3.001442707964057099e-01 3.830871036804948115e-01 3.344687180028748097e-01 3.392333641599251659e-01
1.900472775813775161e-01 2.959927534046955522e-01 7.353052146897173236e-01 4.071150818919300751e-01
7.683584354067937161e-01 1.960930310638641094e-01 5.859401160757212734e-01 5.167971941821263293e-01
9.357549689510883395e-01 9.783611746197770076e-01 6.595198960110419950e-01 8.578786798606357067e-01
7.335520221010849440e-01 7.055949994551885540e-01 3.766468496945774014e-02 4.922705688419103942e-01
1.059948654384291755e-01 7.950168170442672988e-01 4.860308712685388333e-01 4.623475179170783989e-01
5.130862202497921132e-02 9.232221302828491627e-02 6.655819454227266396e-01 2.697375934919969409e-01
8.291012008125331345e-01 1.515265313963499727e-01 4.279721694139529964e-01 4.695333005409453864e-01
6.248494911483680747e-01 4.538103574616936253e-01 1.727418278925668682e-01 4.171338921675428746e-01
7.987691111826338286e-01 8.623613251421407000e-01 4.160298257354798634e-01 6.923867540200848714e-01
9.670872957400238334e-01 6.363758510718642292e-02 6.137363262353621174e-01 5.481537356941907912e-01
2.043871940736411430e-01 8.530019988420871613e-01 6.803983536316043912e-01 5.792625155157775652e-01
5.634276199518881700e-01 6.160667306497479290e-01 6.454150083847199904e-01 6.083031196621186965e-01
6.756246244089709752e-01 7.970891404337844266e-01 7.392859818275433481e-01 7.373332488900996573e-01
8.976854086419094880e-01 1.038552774019576574e-01 6.671539121763565561e-01 5.562315327400745302e-01
8.823844231115530734e-01 2.375785455740213603e-01 4.382581649037315952e-01 5.194070445297687133e-01
8.042451755513704281e-01 3.607571707710610642e-02 5.535748072958823762e-02 2.985594577860216092e-01
9.246509874095345527e-01 8.649586107883928676e-01 3.766481660991526370e-01 7.220859214323600561e-01
1.208844897471914592e-01 7.951020439235099158e-01 8.183618874958460410e-01 5.781161403888491757e-01
9.617637456932894846e-01 1.321982832729803325e-01 8.075936027352645930e-01 6.338518772338447294e-01
5.392968610123128892e-01 9.479436151935456412e-01 6.459890671627318559e-01 7.110765144561969064e-01
7.482708373863532492e-01 3.708539015949027240e-01 8.336286742365336400e-01 6.509178044059299451e-01
8.498631175989026509e-01 4.270600502909548402e-01 7.486529468127528508e-01 6.751920382342034843e-01
4.269955636058369031e-01 1.240464293852693300e-01 9.183168177652132336e-01 4.897862702521065259e-01
2.649404123564159663e-01 4.455252131565445861e-01 7.159601632110079716e-02 2.606872139446871350e-01
1.389114333355256914e-01 2.422361834949207093e-01 3.091575019416303860e-01 2.301017062573589289e-01
4.357670806382075712e-01 1.352903039619296477e-01 6.185426376777444224e-01 3.965333407592939174e-01
2.482791315677650434e-01 1.070056235092794461e-01 6.556638233702716256e-02 1.402837124713572081e-01
5.852538295886502429e-01 2.568025187933914433e-01 3.310251224670780479e-01 3.910271569497065780e-01
